ANP_ID,Codigo_SIG,ANP,PM,PM_link,FECHA,MODIFICAS,Cate_DEC_1,Cate_Man_1,Region_1,Estado,Municipio,Categoria,Zonificaci,Subzonific,nombre_1,ID,Pesca Comercial,Pesca Deportiva,Pesca,Buceo
16,9.3.07.128,Arrecife de Puerto Morelos,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/AVISOmorelos.pdf,18/09/2000,,PN,PN,Península de Yucatán y Caribe Mexicano,Quintana Roo,Benito Juárez,Zona de Amortiguamiento,Zona de Amortiguamiento,Uso Recreativo intensivo,Zona I-2,194,NO,NO,SI,SI
16,9.3.07.128,Arrecife de Puerto Morelos,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/AVISOmorelos.pdf,18/09/2000,,PN,PN,Península de Yucatán y Caribe Mexicano,Quintana Roo,Benito Juárez,Zona de Amortiguamiento,Zona de Amortiguamiento,Uso Recreativo semi-intensivo,Zona VI-2,195,NO,NO,NO,SI
16,9.3.07.128,Arrecife de Puerto Morelos,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/AVISOmorelos.pdf,18/09/2000,,PN,PN,Península de Yucatán y Caribe Mexicano,Quintana Roo,Benito Juárez,Zona de Amortiguamiento,Zona de Amortiguamiento,Uso recreativo especial,Zona VII-1,196,NO,NO,NO,SI
16,9.3.07.128,Arrecife de Puerto Morelos,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/AVISOmorelos.pdf,18/09/2000,,PN,PN,Península de Yucatán y Caribe Mexicano,Quintana Roo,Benito Juárez,Zona de Amortiguamiento,Zona de Amortiguamiento,Uso Pesquero concesionado,Zona VIII-2,197,SI,SI,SI,SI
16,9.3.07.128,Arrecife de Puerto Morelos,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/AVISOmorelos.pdf,18/09/2000,,PN,PN,Península de Yucatán y Caribe Mexicano,Quintana Roo,Benito Juárez,Zona de Amortiguamiento,Zona de Amortiguamiento,Uso Recreativo semi-intensivo,Zona VI-3,198,NO,NO,NO,SI
16,9.3.07.128,Arrecife de Puerto Morelos,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/AVISOmorelos.pdf,18/09/2000,,PN,PN,Península de Yucatán y Caribe Mexicano,Quintana Roo,Benito Juárez,Zona de Amortiguamiento,Zona de Amortiguamiento,Uso Recreativo especial,Zona VII-2,199,NO,NO,NO,SI
16,9.3.07.128,Arrecife de Puerto Morelos,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/AVISOmorelos.pdf,18/09/2000,,PN,PN,Península de Yucatán y Caribe Mexicano,Quintana Roo,Benito Juárez,Zona de Amortiguamiento,Zona de Amortiguamiento,Uso Educativo e interpretación ambiental,Zona II,200,NO,NO,NO,SI
16,9.3.07.128,Arrecife de Puerto Morelos,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/AVISOmorelos.pdf,18/09/2000,,PN,PN,Península de Yucatán y Caribe Mexicano,Quintana Roo,Benito Juárez,Zona de Amortiguamiento,Zona de Amortiguamiento,Uso Recreativo Intensivo,Zona I-3,201,NO,NO,SI,SI
16,9.3.07.128,Arrecife de Puerto Morelos,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/AVISOmorelos.pdf,18/09/2000,,PN,PN,Península de Yucatán y Caribe Mexicano,Quintana Roo,Benito Juárez,Zona de Amortiguamiento,Zona de Amortiguamiento,Zona para navegación en la laguna arrecifal,Zona IV-2,202,NO,NO,SI,NO
16,9.3.07.128,Arrecife de Puerto Morelos,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/AVISOmorelos.pdf,18/09/2000,,PN,PN,Península de Yucatán y Caribe Mexicano,Quintana Roo,Benito Juárez,Zona de Amortiguamiento,Zona de Amortiguamiento,Uso Recreativo semi-intensivo,Zona VI-4,203,SI,NO,SI,NO
16,9.3.07.128,Arrecife de Puerto Morelos,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/AVISOmorelos.pdf,18/09/2000,,PN,PN,Península de Yucatán y Caribe Mexicano,Quintana Roo,Benito Juárez,Zona de Amortiguamiento,Zona de Amortiguamiento,Uso Recreativo semi-intensivo,Zona VI-5,204,SI,NO,SI,NO
16,9.3.07.128,Arrecife de Puerto Morelos,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/AVISOmorelos.pdf,18/09/2000,,PN,PN,Península de Yucatán y Caribe Mexicano,Quintana Roo,Benito Juárez,Zona de Amortiguamiento,Zona de Amortiguamiento,Uso Recreativo especial,Zona VII-3,205,NO,NO,NO,SI
16,9.3.07.128,Arrecife de Puerto Morelos,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/AVISOmorelos.pdf,18/09/2000,,PN,PN,Península de Yucatán y Caribe Mexicano,Quintana Roo,Benito Juárez,Zona de Amortiguamiento,Zona de Amortiguamiento,,,412,,,,
16,9.3.07.128,Arrecife de Puerto Morelos,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/AVISOmorelos.pdf,18/09/2000,,PN,PN,Península de Yucatán y Caribe Mexicano,Quintana Roo,Benito Juárez,Zona de Amortiguamiento,Zona de Amortiguamiento,,,413,,,,
16,9.3.07.128,Arrecife de Puerto Morelos,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/AVISOmorelos.pdf,18/09/2000,,PN,PN,Península de Yucatán y Caribe Mexicano,Quintana Roo,Benito Juárez,Zona de Amortiguamiento,Zona de Amortiguamiento,,,414,,,,
16,9.3.07.128,Arrecife de Puerto Morelos,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/AVISOmorelos.pdf,18/09/2000,,PN,PN,Península de Yucatán y Caribe Mexicano,Quintana Roo,Benito Juárez,Zona de Amortiguamiento,Zona de Amortiguamiento,,,415,,,,
16,9.3.07.128,Arrecife de Puerto Morelos,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/AVISOmorelos.pdf,18/09/2000,,PN,PN,Península de Yucatán y Caribe Mexicano,Quintana Roo,Benito Juárez,Zona de Amortiguamiento,Zona de Amortiguamiento,,,416,,,,
16,9.3.07.128,Arrecife de Puerto Morelos,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/AVISOmorelos.pdf,18/09/2000,,PN,PN,Península de Yucatán y Caribe Mexicano,Quintana Roo,Benito Juárez,Zona de Amortiguamiento,Zona de Amortiguamiento,,,417,,,,
16,9.3.07.128,Arrecife de Puerto Morelos,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/AVISOmorelos.pdf,18/09/2000,,PN,PN,Península de Yucatán y Caribe Mexicano,Quintana Roo,Benito Juárez,Zona de Amortiguamiento,Zona de Amortiguamiento,,,418,,,,
16,9.3.07.128,Arrecife de Puerto Morelos,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/AVISOmorelos.pdf,18/09/2000,,PN,PN,Península de Yucatán y Caribe Mexicano,Quintana Roo,Benito Juárez,Zona de Amortiguamiento,Zona de Amortiguamiento,,,419,,,,
16,9.3.07.128,Arrecife de Puerto Morelos,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/AVISOmorelos.pdf,18/09/2000,,PN,PN,Península de Yucatán y Caribe Mexicano,Quintana Roo,Benito Juárez,Zona de Amortiguamiento,Zona de Amortiguamiento,,,420,,,,
16,9.3.07.128,Arrecife de Puerto Morelos,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/AVISOmorelos.pdf,18/09/2000,,PN,PN,Península de Yucatán y Caribe Mexicano,Quintana Roo,Benito Juárez,Zona de Amortiguamiento,Zona de Amortiguamiento,,,421,,,,
16,9.3.07.128,Arrecife de Puerto Morelos,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/AVISOmorelos.pdf,18/09/2000,,PN,PN,Península de Yucatán y Caribe Mexicano,Quintana Roo,Benito Juárez,Zona de Amortiguamiento,Zona de Amortiguamiento,,,422,,,,
16,9.3.07.128,Arrecife de Puerto Morelos,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/AVISOmorelos.pdf,18/09/2000,,PN,PN,Península de Yucatán y Caribe Mexicano,Quintana Roo,Benito Juárez,Zona de Amortiguamiento,Zona de Amortiguamiento,,,423,,,,
16,9.3.07.128,Arrecife de Puerto Morelos,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/AVISOmorelos.pdf,18/09/2000,,PN,PN,Península de Yucatán y Caribe Mexicano,Quintana Roo,Benito Juárez,Zona de Amortiguamiento,Zona de Amortiguamiento,,,424,,,,
16,9.3.07.128,Arrecife de Puerto Morelos,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/AVISOmorelos.pdf,18/09/2000,,PN,PN,Península de Yucatán y Caribe Mexicano,Quintana Roo,Benito Juárez,Zona de Amortiguamiento,Zona de Amortiguamiento,,,425,,,,
16,9.3.07.128,Arrecife de Puerto Morelos,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/AVISOmorelos.pdf,18/09/2000,,PN,PN,Península de Yucatán y Caribe Mexicano,Quintana Roo,Benito Juárez,Zona de Amortiguamiento,Zona de Amortiguamiento,,,426,,,,
16,9.3.07.128,Arrecife de Puerto Morelos,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/AVISOmorelos.pdf,18/09/2000,,PN,PN,Península de Yucatán y Caribe Mexicano,Quintana Roo,Benito Juárez,Zona de Amortiguamiento,Zona de Amortiguamiento,,,427,,,,
16,9.3.07.128,Arrecife de Puerto Morelos,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/AVISOmorelos.pdf,18/09/2000,,PN,PN,Península de Yucatán y Caribe Mexicano,Quintana Roo,Benito Juárez,Zona de Amortiguamiento,Zona de Amortiguamiento,,,428,,,,
16,9.3.07.128,Arrecife de Puerto Morelos,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/AVISOmorelos.pdf,18/09/2000,,PN,PN,Península de Yucatán y Caribe Mexicano,Quintana Roo,Benito Juárez,Zona de Amortiguamiento,Zona de Amortiguamiento,,,429,,,,
16,9.3.07.128,Arrecife de Puerto Morelos,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/AVISOmorelos.pdf,18/09/2000,,PN,PN,Península de Yucatán y Caribe Mexicano,Quintana Roo,Benito Juárez,Zona de Amortiguamiento,Zona de Amortiguamiento,,,430,,,,
16,9.3.07.128,Arrecife de Puerto Morelos,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/AVISOmorelos.pdf,18/09/2000,,PN,PN,Península de Yucatán y Caribe Mexicano,Quintana Roo,Benito Juárez,Zona de Amortiguamiento,Zona de Amortiguamiento,Canal de seguridad,Zona III,431,NO,NO,NO,NO
16,9.3.07.128,Arrecife de Puerto Morelos,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/AVISOmorelos.pdf,18/09/2000,,PN,PN,Península de Yucatán y Caribe Mexicano,Quintana Roo,Benito Juárez,Zona de Amortiguamiento,Zona de Amortiguamiento,,,432,,,,
16,9.3.07.128,Arrecife de Puerto Morelos,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/AVISOmorelos.pdf,18/09/2000,,PN,PN,Península de Yucatán y Caribe Mexicano,Quintana Roo,Benito Juárez,Zona de Amortiguamiento,Zona de Amortiguamiento,,,433,,,,
17,9.3.05.123,Arrecifes de Cozumel,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/AvisoCozumel.pdf,2/10/1998,https://simec.conanp.gob.mx/pdf_libro_pm/32_libro_pm.pdf,PMN,PN,Península de Yucatán y Caribe Mexicano,Quintana Roo,Cozumel,Zona de Amortiguamento,Zona de Aprovechamiento Sustetable de los Recursos Naturales Marina y Costera,,,546,SI,SI,SI,SI
17,9.3.05.123,Arrecifes de Cozumel,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/AvisoCozumel.pdf,2/10/1998,https://simec.conanp.gob.mx/pdf_libro_pm/32_libro_pm.pdf,PMN,PN,Península de Yucatán y Caribe Mexicano,Quintana Roo,Cozumel,Zona de Amortiguamento,Uso Restringido,Microatolones,,999,NO,NO,NO,SI
17,9.3.05.123,Arrecifes de Cozumel,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/AvisoCozumel.pdf,2/10/1998,https://simec.conanp.gob.mx/pdf_libro_pm/32_libro_pm.pdf,PMN,PN,Península de Yucatán y Caribe Mexicano,Quintana Roo,Cozumel,Zona de Amortiguamiento,Intensivo,Zona Arrecifal,C5,178,NO,NO,NO,SI
17,9.3.05.123,Arrecifes de Cozumel,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/AvisoCozumel.pdf,2/10/1998,https://simec.conanp.gob.mx/pdf_libro_pm/32_libro_pm.pdf,PMN,PN,Península de Yucatán y Caribe Mexicano,Quintana Roo,Cozumel,Zona de Amortiguamiento,Intensivo,ZOFEMAT,C4,179,NO,NO,NO,SI
17,9.3.05.123,Arrecifes de Cozumel,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/AvisoCozumel.pdf,2/10/1998,https://simec.conanp.gob.mx/pdf_libro_pm/32_libro_pm.pdf,PMN,PN,Península de Yucatán y Caribe Mexicano,Quintana Roo,Cozumel,Zona de Amortiguamiento,De Baja Intensidad,Talud insular,Oeste 1,180,SI,SI,SI,ND
17,9.3.05.123,Arrecifes de Cozumel,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/AvisoCozumel.pdf,2/10/1998,https://simec.conanp.gob.mx/pdf_libro_pm/32_libro_pm.pdf,PMN,PN,Península de Yucatán y Caribe Mexicano,Quintana Roo,Cozumel,Zona de Amortiguamiento,De Baja Intensidad,Zona Arrecifal,Oeste 2,181,NO,NO,NO,SI
17,9.3.05.123,Arrecifes de Cozumel,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/AvisoCozumel.pdf,2/10/1998,https://simec.conanp.gob.mx/pdf_libro_pm/32_libro_pm.pdf,PMN,PN,Península de Yucatán y Caribe Mexicano,Quintana Roo,Cozumel,Zona de Amortiguamiento,De Baja Intensidad,ZOFEMAT,Oeste 3,182,NO,NO,NO,SI
17,9.3.05.123,Arrecifes de Cozumel,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/AvisoCozumel.pdf,2/10/1998,https://simec.conanp.gob.mx/pdf_libro_pm/32_libro_pm.pdf,PMN,PN,Península de Yucatán y Caribe Mexicano,Quintana Roo,Cozumel,Zona de Amortiguamiento,De Baja Intensidad,ZOFEMAT,Este 1,183,SI,NO,SI,SI
17,9.3.05.123,Arrecifes de Cozumel,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/AvisoCozumel.pdf,2/10/1998,https://simec.conanp.gob.mx/pdf_libro_pm/32_libro_pm.pdf,PMN,PN,Península de Yucatán y Caribe Mexicano,Quintana Roo,Cozumel,Zona de Amortiguamiento,De Baja Intensidad,Zona Arrecifal,Este 2,184,SI,NO,SI,SI
17,9.3.05.123,Arrecifes de Cozumel,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/AvisoCozumel.pdf,2/10/1998,https://simec.conanp.gob.mx/pdf_libro_pm/32_libro_pm.pdf,PMN,PN,Península de Yucatán y Caribe Mexicano,Quintana Roo,Cozumel,Zona de Amortiguamiento,De Baja Intensidad,Talud insular,Este 3,185,SI,SI,SI,ND
17,9.3.05.123,Arrecifes de Cozumel,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/AvisoCozumel.pdf,2/10/1998,https://simec.conanp.gob.mx/pdf_libro_pm/32_libro_pm.pdf,PMN,PN,Península de Yucatán y Caribe Mexicano,Quintana Roo,Cozumel,Zona de Amortiguamiento,Uso Restringido,ZOFEMAT,C1,186,NO,NO,NO,SI
17,9.3.05.123,Arrecifes de Cozumel,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/AvisoCozumel.pdf,2/10/1998,https://simec.conanp.gob.mx/pdf_libro_pm/32_libro_pm.pdf,PMN,PN,Península de Yucatán y Caribe Mexicano,Quintana Roo,Cozumel,Zona de Amortiguamiento,Uso Restringido,Zona Arrecifal,C2,187,NO,NO,NO,SI
17,9.3.05.123,Arrecifes de Cozumel,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/AvisoCozumel.pdf,2/10/1998,https://simec.conanp.gob.mx/pdf_libro_pm/32_libro_pm.pdf,PMN,PN,Península de Yucatán y Caribe Mexicano,Quintana Roo,Cozumel,Zona de Amortiguamiento,Uso Restringido,Talud insular,C3,188,SI,SI,SI,ND
17,9.3.05.123,Arrecifes de Cozumel,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/AvisoCozumel.pdf,2/10/1998,https://simec.conanp.gob.mx/pdf_libro_pm/32_libro_pm.pdf,PMN,PN,Península de Yucatán y Caribe Mexicano,Quintana Roo,Cozumel,Zona de Amortiguamiento,Intensivo,Talud insular,,411,NO,NO,NO,SI
18,9.1.0401.127073,Complejo Sian Ka'an,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/DOF-ARRECIFES%20DE%20SIAN%20KA_AN.pdf,13/06/2011,,RB,RB,Península de Yucatán y Caribe Mexicano,Quintana Roo,"Felipe Carrillo Puerto, Solidaridad y Bacalar",Zona de Amortiguamiento,Zona de Aprovechamiento Sustentable de los Recursos Naturales,Subzona de Aprovechamiento Sustentable de los Recursos Naturales Marina,Caapechén-Boca Paila SASM1-1,227,SI,NO,SI,SI
18,9.1.0401.127073,Complejo Sian Ka'an,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/DOF-ARRECIFES%20DE%20SIAN%20KA_AN.pdf,13/06/2011,,RB,RB,Península de Yucatán y Caribe Mexicano,Quintana Roo,"Felipe Carrillo Puerto, Solidaridad y Bacalar",Zona de Amortiguamiento,Uso Público,Uso Público,Caapechén-Boca Paila SUP2,228,NO,SI,SI,NO
18,9.1.0401.127073,Complejo Sian Ka'an,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/DOF-ARRECIFES%20DE%20SIAN%20KA_AN.pdf,13/06/2011,,RB,RB,Península de Yucatán y Caribe Mexicano,Quintana Roo,"Felipe Carrillo Puerto, Solidaridad y Bacalar",Zona de Amortiguamiento,Zona de Preservación,Subzona de Preservación Marina,"Yuyum-Mario Lara, MooxKaanab y Tantaman SP5-1",229,NO,NO,NO,NO
18,9.1.0401.127073,Complejo Sian Ka'an,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/DOF-ARRECIFES%20DE%20SIAN%20KA_AN.pdf,13/06/2011,,RB,RB,Península de Yucatán y Caribe Mexicano,Quintana Roo,"Felipe Carrillo Puerto, Solidaridad y Bacalar",Zona de Amortiguamiento,Zona de Aprovechamiento Sustentable de los Recursos Naturales,Subzona de Aprovechamiento Sustentable de los Recursos Naturales Marina,Bahías de la Ascensión y Espíritu Santo SASM3-1,230,SI,NO,SI,SI
18,9.1.0401.127073,Complejo Sian Ka'an,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/DOF-ARRECIFES%20DE%20SIAN%20KA_AN.pdf,13/06/2011,,RB,RB,Península de Yucatán y Caribe Mexicano,Quintana Roo,"Felipe Carrillo Puerto, Solidaridad y Bacalar",Zona de Amortiguamiento,Zona de Aprovechamiento Sustentable de los Recursos Naturales,Subzona de Aprovechamiento Sustentable de los Recursos Naturales Marina,Bahías de la Ascensión y Espíritu Santo SASM3-2,231,SI,NO,SI,SI
18,9.1.0401.127073,Complejo Sian Ka'an,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/DOF-ARRECIFES%20DE%20SIAN%20KA_AN.pdf,13/06/2011,,RB,RB,Península de Yucatán y Caribe Mexicano,Quintana Roo,"Felipe Carrillo Puerto, Solidaridad y Bacalar",Zona de Amortiguamiento,Zona de Preservación,Subzona de Preservación Marina,"Yuyum-Mario Lara, MooxKaanab y Tantaman SP5-2",232,NO,NO,NO,NO
18,9.1.0401.127073,Complejo Sian Ka'an,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/DOF-ARRECIFES%20DE%20SIAN%20KA_AN.pdf,13/06/2011,,RB,RB,Península de Yucatán y Caribe Mexicano,Quintana Roo,"Felipe Carrillo Puerto, Solidaridad y Bacalar",Zona de Amortiguamiento,Zona de Aprovechamiento Sustentable de los Recursos Naturales,Subzona de Aprovechamiento Sustentable de los Recursos Naturales Marina,Bahías de la Ascensión y Espíritu Santo SASM3-3,233,SI,NO,SI,SI
18,9.1.0401.127073,Complejo Sian Ka'an,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/DOF-ARRECIFES%20DE%20SIAN%20KA_AN.pdf,13/06/2011,,RB,RB,Península de Yucatán y Caribe Mexicano,Quintana Roo,"Felipe Carrillo Puerto, Solidaridad y Bacalar",Zona de Amortiguamiento,Zona de Aprovechamiento Sustentable de los Recursos Naturales,Subzona de Aprovechamiento Sustentable de los Recursos Naturales Marina,Bahías de la Ascensión y Espíritu Santo SASM3-4,234,SI,NO,SI,SI
18,9.1.0401.127073,Complejo Sian Ka'an,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/DOF-ARRECIFES%20DE%20SIAN%20KA_AN.pdf,13/06/2011,,RB,RB,Península de Yucatán y Caribe Mexicano,Quintana Roo,"Felipe Carrillo Puerto, Solidaridad y Bacalar",Zona de Amortiguamiento,Zona de Preservación,Subzona de Preservación Marina,"Yuyum-Mario Lara, MooxKaanab y Tantaman SP5-3",235,NO,NO,NO,NO
18,9.1.0401.127073,Complejo Sian Ka'an,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/DOF-ARRECIFES%20DE%20SIAN%20KA_AN.pdf,13/06/2011,,RB,RB,Península de Yucatán y Caribe Mexicano,Quintana Roo,Felipe Carrillo Puerto y Tulúm,Zona de Amortiguamiento,Zona de Aprovechamiento Sustentable de los Recursos Naturales,Subzona de Aprovechamiento Sustentable de los Recursos Naturales,,401,SI,NO,SI,SI
18,9.1.0401.127073,Complejo Sian Ka'an,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/DOF-ARRECIFES%20DE%20SIAN%20KA_AN.pdf,13/06/2011,,RB,RB,Península de Yucatán y Caribe Mexicano,Quintana Roo,Felipe Carrillo Puerto y Tulúm,Zona de Amortiguamiento,Zona de Preservación,Subzona de Preservación,,402,NO,NO,NO,NO
18,9.1.0401.127073,Complejo Sian Ka'an,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/DOF-ARRECIFES%20DE%20SIAN%20KA_AN.pdf,13/06/2011,,RB,RB,Península de Yucatán y Caribe Mexicano,Quintana Roo,Felipe Carrillo Puerto y Tulúm,Zona de Amortiguamiento,Zona de Aprovechamiento Sustentable de los Recursos Naturales,Subzona de Aprovechamiento Sustentable de los Recursos Naturales,,403,SI,NO,SI,SI
18,9.1.0401.127073,Complejo Sian Ka'an,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/DOF-ARRECIFES%20DE%20SIAN%20KA_AN.pdf,13/06/2011,,RB,RB,Península de Yucatán y Caribe Mexicano,Quintana Roo,Felipe Carrillo Puerto y Tulúm,Zona de Amortiguamiento,Zona de Aprovechamiento Sustentable de los Recursos Naturales,Subzona de Aprovechamiento Sustentable de los Recursos Naturales,,404,SI,NO,SI,SI
18,9.1.0401.127073,Complejo Sian Ka'an,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/DOF-ARRECIFES%20DE%20SIAN%20KA_AN.pdf,13/06/2011,,RB,RB,Península de Yucatán y Caribe Mexicano,Quintana Roo,Felipe Carrillo Puerto y Tulúm,Zona de Amortiguamiento,Zona de Preservación,Subzona de Preservación,,405,NO,NO,NO,NO
18,9.1.0401.127073,Complejo Sian Ka'an,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/DOF-ARRECIFES%20DE%20SIAN%20KA_AN.pdf,13/06/2011,,RB,RB,Península de Yucatán y Caribe Mexicano,Quintana Roo,Felipe Carrillo Puerto y Tulúm,Zona de Amortiguamiento,Zona de Aprovechamiento Sustentable de los Recursos Naturales,Subzona de Aprovechamiento Sustentable de los Recursos Naturales,,406,SI,NO,SI,SI
18,9.1.0401.127073,Complejo Sian Ka'an,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/DOF-ARRECIFES%20DE%20SIAN%20KA_AN.pdf,13/06/2011,,RB,RB,Península de Yucatán y Caribe Mexicano,Quintana Roo,Felipe Carrillo Puerto y Tulúm,Zona de Amortiguamiento,Zona de Preservación,Subzona de Preservación,,407,NO,NO,NO,NO
18,9.1.0401.127073,Complejo Sian Ka'an,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/DOF-ARRECIFES%20DE%20SIAN%20KA_AN.pdf,13/06/2011,,RB,RB,Península de Yucatán y Caribe Mexicano,Quintana Roo,Felipe Carrillo Puerto y Tulúm,Zona de Amortiguamiento,Zona de Aprovechamiento Sustentable de los Recursos Naturales,Subzona de Aprovechamiento Sustentable de los Recursos Naturales,,408,SI,NO,SI,SI
18,9.1.0401.127073,Complejo Sian Ka'an,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/DOF-ARRECIFES%20DE%20SIAN%20KA_AN.pdf,13/06/2011,,RB,RB,Península de Yucatán y Caribe Mexicano,Quintana Roo,"Felipe Carrillo Puerto, Solidaridad y Bacalar",Zona de Amortiguamiento,Uso Público,Uso Público,Chunyaxché SUP1,474,SI,SI,SI,NO
18,9.1.0401.127073,Complejo Sian Ka'an,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/DOF-ARRECIFES%20DE%20SIAN%20KA_AN.pdf,13/06/2011,,RB,RB,Península de Yucatán y Caribe Mexicano,Quintana Roo,"Felipe Carrillo Puerto, Solidaridad y Bacalar",Zona de Amortiguamiento,Zona de Aprovechamiento Sustentable de los Recursos Naturales,Subzona de Aprovechamiento Sustentable de los Recursos Naturales Marina,SAS-CMBP,475,SI,SI,SI,SI
18,9.1.0401.127073,Complejo Sian Ka'an,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/DOF-ARRECIFES%20DE%20SIAN%20KA_AN.pdf,13/06/2011,,RB,RB,Península de Yucatán y Caribe Mexicano,Quintana Roo,"Felipe Carrillo Puerto, Solidaridad y Bacalar",Zona de Amortiguamiento,Zona de Preservación,Subzona de Preservación,Xamach SP4,476,NO,NO,NO,NO
18,9.1.0401.127073,Complejo Sian Ka'an,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/DOF-ARRECIFES%20DE%20SIAN%20KA_AN.pdf,13/06/2011,,RB,RB,Península de Yucatán y Caribe Mexicano,Quintana Roo,"Felipe Carrillo Puerto, Solidaridad y Bacalar",Zona de Amortiguamiento,Zona de Aprovechamiento Especial,Subzona de Aprovechamiento Especial,SAEC,477,,,,
18,9.1.0401.127073,Complejo Sian Ka'an,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/DOF-ARRECIFES%20DE%20SIAN%20KA_AN.pdf,13/06/2011,,RB,RB,Península de Yucatán y Caribe Mexicano,Quintana Roo,"Felipe Carrillo Puerto, Solidaridad y Bacalar",Zona de Amortiguamiento,Zona de Preservación,Subzona de Preservación Costero-Marina,SPCM,478,NO,NO,NO,NO
