company_na,state,region,lat,long,address,phone,email,locality,avg_ope_da,weeks,avg_client,number_yea,avg_cost_d,gross_rev_,avg_cost_s,gross_re_1,avg_operat,net_rev_sc,net_rev_sn,owner_nati,operationa,type_of_bu,n_of_store,employees,diving_imp,certificat,trip_price,trip_pri_1,n_boats,boat_capac,site_healt,conservati,mpa_suppor,fishing,fishing_im,involvemen,interest_j
MERO_ADVENTURES,GUERRERO,Mexican Pacific,17.6527,-101.599548,"Calle de la Colina s/n, Vista Hermosa, 40880 Ixtapa Zihuatanejo, Gro.",044 755 101 9672,fredericbochet@hotmail.com,IXTAPA,6.333333333,52,19.16666667,6312.222222,100,441855.5555,65,123088.3333,66.27,149037.8789,41517.69483,MEXICAN,15,Family business,2,2,7,PADI CMAS,65,35,2,28,1,10,10,Yes,7,10,10
M�XICO_BLUE_DREAM,QUINTANA ROO,Yucatan Peninsula,20.631682,-87.066586,"Calle 28 between 1st Avenue and Mamitas Beach, Playa Del Carmen,",(984) 8030660,info@mexicobluedream.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEXICO_DIVERS,QUINTANA ROO,Yucatan Peninsula,21.25706,-86.747066,"Francisco I. Madero 10, Centro - Supmza. 001, 77400 Isla Mujeres, Q.R.",998 877 1117,info@mexicodivers.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEXXTREMO_ADVENTURES,QUINTANA ROO,Yucatan Peninsula,20.585351,-87.116594,Carretera federal 307 km.282+500mts Playa del Carmen Q.R.,(984) 1588912,reservations@mexxtremo-adventures.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISMALOYA_ADVENTURES,JALISCO,Northwest Mexico,20.531827,-105.289913,"Paseo del R�o 125, Playa Mismaloya, Mismaloya, Puerto Vallarta, Jal.",01 322 228 00 20,lilydgr@hotmail.com,PUERTO_VALLARTA,7,52,75,27300,120,982800,20,382200,63,363636,141414,MEXICAN,30,Family business,1,5,9,,120,20,3,10,8,10,10,Yes,8,10,10
MUNDACA_DIVERS,QUINTANA ROO,Yucatan Peninsula,21.257721,-86.747786,"Francisco I. Madero 10, Centro - Supmza. 001, 77400 Isla Mujeres, Q.R.",998 121 2228,mundacadivers@gmail.com,ISLA_MUJERES,7,52,13.33333333,4853.333333,90,393120,47,2281.066661,72,110073.6,638.6986651,MEXICAN,24,Family business,1,4,10,PADI,90,47,2,14,7,10,10,Yes,10,10,10
MUNDO_SUBMARINO,VERACRUZ,Gulf of Mexico,19.172578,-96.119462,Blvd. Manuel Avila Camacho no. 3549 Fraccionamiento Reforma C.P. 91919,"229 980 63 74, 229 181 86 76",info@mundosubmarino.com.mx,VERACRUZ Y ANTONIO LIZARDO,7,52,68.75,25025,58.75,1470218.75,25,6256.25,70,441065.625,1876.875,MEXICAN,17,Medium sized business,1,6,10,PADI,60,25,3,14,3,10,10,Yes,10,10,10
NAUTILUS_DIVE_TECH,BAJA CALIFORNIA SUR,Northwest Mexico,22.8882189,-109.9163997,"20 de Noviembre Y Melchor Ocampo, 23450 Cabo San Lucas (From Google Maps)","01152 624 143 0067, 521 624 192 3126",info@utilusdivetech.com,CABO_SAN_LUCAS,7,52,26.66666667,9706.666667,105,815360,35,33973.33334,63,301683.2,12570.13333,MEXICAN,12,Family business,1,5,10,PADI,105,35,1,6,6,10,10,Yes,3,10,10
NAYARIT_ADVENTURES,NAYARIT,Northwest Mexico,21.555348,-104.921673,"Calle Estrella del Mar 101, Rodeo de la Punta, 63110 Tepic, Nay.",01 800 837 7383,contacto@yaritadventures.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN_NOMADS,QUINTANA ROO,Yucatan Peninsula,20.504423,-86.952479,"Calle 7 entre avenida 10 y 15, cozumel",9878710000,info@oceannomads.me,COZUMEL,5.833333333,52,8.333333333,2527.777778,120,273000,62,3134.444451,72,76440,877.6444461,MEXICAN,3,Family business,1,3,10,PADI,120,62,1,8,4,10,10,No,6,10,10
OCEAN_SPORTS,SONORA,Northwest Mexico,27.947829,-111.053539,Edificio Marina San Carlos L-7,622 2260696,sgalcantar@hotmail.com,SAN_CARLOS,6,52,125,39000,120,4212000,60,234000,63,1558440,86580,MEXICAN,22,Family business,1,6,10,SSI,120,60,1,33,10,1,1,Yes,5,1,7
OCEANO_ADVENTURES,NAYARIT,Northwest Mexico,20.925815,-105.39,"Av Revoluci�n 34-B, 63734 Sayulita, Nay.",0 329 298 8532,sebastian@oceanoadventures.com,SAYULITA,5,52,5,1300,150,136500,78,30420,63,50505,11255.4,MEXICAN,6,Family business,1,10,10,PADI,150,78,2,12,10,10,10,Yes,10,10,10
OCEANOS_EXPEDICIONES_Y_BUCEO,JALISCO,Northwest Mexico,20.67365,-103.395498,"Av. Ignacio L. Vallarta 3233, Local 1F y, Vallarta Poniente, 44110 Guadalajara, Jal.",01 33 3915 8107,alberto@oceanos.com.mx,GUADALAJARA,6,52,49.58333333,15470,250,3480750,15,23205,63,1287877.5,8585.849999,MEXICAN,17,Family business,1,8,10,"SSI, IANTD",250,15,0,0,0,10,10,Yes,10,10,10
OCTOPUSS_GARDEN_DIVE_CENTER,COLIMA,Mexican Pacific,19.078656,-104.305355,"Gral. L�zaro C�rdenas 1499, Playa Azul, Playa Azul las Brisas, 28218 Manzanillo, Col.",01 314 334 5025,info@ogdivecenter.com,MANZANILLO,7,52,13.75,5005,100,450450,45,22522.5,66.27,151936.785,7596.83925,MEXICAN,5,Family business,1,2,10,"SSI, PADI",100,45,,,5,10,10,Yes,9,10,10
OM_DELFIN_DIVING_SHOP,QUINTANA ROO,Yucatan Peninsula,20.846426,-86.876376,"Calle Rafael E. Melgar SM01 M2 L4 Loc 0577580 Puerto Morelos, Q.R.",(998) 1081683,omdelfin@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONCA_EXPLORATIONS,SINALOA,Northwest Mexico,23.262781,-106.464741,"Avenida Camaron Sabalo 2100-G, S�balo Country, 82100 Mazatl�n, Sin.","(669) 9134050, (669) 1160301",oncareserva@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVERHEAD_DIVING_MEXICO,QUINTANA ROO,Yucatan Peninsula,20.682158,-87.052763,"Playa Hermosa, Playa Azul #461, Playa del Carmen, Q.R.",044 984 212 4788,jbayardo13@hotmail.com,PLAYA_DEL_CARMEN,7,52,7.083333333,2578.333333,85,219158.3333,60,1546.999993,72,61364.33333,433.159998,MEXICAN,3,Family business,1,2,10,"PADI, IANTD",85,65,,,7,10,10,Yes,0,10,10
PADI_SCUBA_Y_TOURS_PUERTO_VALLARTA,NAYARIT,Northwest Mexico,20.665981,-105.251015,"Marina Golf by HBM Resorts, Av Paseo de la Marina, Marina Vallarta, 48335 Puerto Vallarta, Jal.",322 221 3912,hola@scubatoursvallarta.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PALAPAS_VENTANA,BAJA CALIFORNIA SUR,Northwest Mexico,24.0613386,-109.9937225,"Carretera La Ventana - El Sargento Km 9, El Teso, 23232 La Ventana, Baja California Sur",NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PALMAS_DE_CORTEZ,BAJA CALIFORNIA SUR,Northwest Mexico,23.6781766,-109.6995217,"Av. 20 de Noviembre #2, Los Barriles, 23330 Los Barriles, B.C.S., Mexico (From GoogleMaps)","52 624 141 0044, 141 0050",info@vanvormerrsorts.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAPA_HUG�S_SCUBA_EMPORIUM,QUINTANA ROO,Yucatan Peninsula,20.487966,-86.968054,"Carretera Costera Sur, El Parque, 77600 San Miguel de Cozumel, Q.R.",(987) 8721651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARADISE_DIVERS,QUINTANA ROO,Yucatan Peninsula,21.244969,-86.740413,"Av. Rafael E. Melgar 602, Centro, 77600 San Miguel de Cozumel, Q.R.",998 877 0252,barlito@live.mx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEPE_DIVE_CENTER,QUINTANA ROO,Yucatan Peninsula,20.637528,-87.072479,Calle 44 esquina Avda. 55 Playa del carmen Q. Roo,(984) 1321191,info@pepedivecenter.com,PLAYA_DEL_CARMEN,7,52,116.6666667,42466.66667,85,3609666.667,75,31850.00001,72,1010706.667,8918.000003,MEXICAN,24,Family business,1,5,10,"PADI, ACUC, IANTD, SST, RAID",85,75,1,10,10,10,10,Yes,4,10,10
PEPE_DIVE_MAHAHUAL,QUINTANA ROO,Yucatan Peninsula,18.719065,-87.706932,"Calle Huachinango esquina con Calle Rubia MAHAHUAL, Q.R. M�xico",984 188 4357,info@pepedivemahahual.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEPES_DIVE_CENTER,BAJA CALIFORNIA SUR,Northwest Mexico,23.4387089,-109.4320757,"s/n, Cabo Pulmo Biking/Hiking Trail, Cabo Pulmo, 23500 Cabo Pulmo, B.C.S., Mexico (From  GoogleMaps)",01152 624 141 8655,pepesdivecenter@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHANTOM_DIVERS,QUINTANA ROO,Yucatan Peninsula,20.627432,-87.070188,"1 Era. Ave. Norte #238


 Por Calle 14 Playa del Carmen, Quintana Roo",9842780000,info@phantomdivers.com,PLAYA_DEL_CARMEN,7,52,50,18200,90,1474200,60,54600,72,412776,15288,MEXICAN,30,Family business,1,8,10,"PADI, SNSI",90,60,4,10,7,10,8,Yes,10,10,10
PHOCEA_MEXICO,BAJA CALIFORNIA SUR,Northwest Mexico,24.18287,-110.302609,"Policentro � Marina Palmira, 23010 La Paz, Baja California Sur",01 984 873 1210,info@phocea-mexico.com,LA_PAZ,7,52,78.75,28665,200,1287650,30,666802.5,63,476430.5,246716.925,FRENCH,5,Medium sized business,1,5,10,PADI,200,30,1,25,6,8,7,Yes,5,8,8
PHOCEA_RIVIERA_MAYA,QUINTANA ROO,Yucatan Peninsula,20.626389,-87.071782,"Calle Quinta Avenida Gonzalo Guerrero 77720 Playa del Carmen, Quintana Roo",(984) 8731210,info@phocea-mexico.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLANET_SCUBA_MEXICO,QUINTANA ROO,Yucatan Peninsula,20.501531,-87.222899,"Calle Bahia XCacel Manzana 18 Lote 4 Local C3, 77750 Puerto Aventuras, Q.R.",(984) 1820227,info@planetscubamexico.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA_DIVING_CENTER,QUINTANA ROO,Yucatan Peninsula,20.637401,-87.066083,"10 av. norte esquina calle 42 nte Zazil-ha 77710 Playa del Carmen, Q.R.",(984) 2673601,info@playadivingcenter.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLUTO_DIVE,QUINTANA ROO,Yucatan Peninsula,20.636672,-87.065871,"Calle 40 S/N Zazil Ha, Gonzalo Guerrero 77720 Playa del Carmen,",(984) 1519046,info@plutodive.com,PLAYA_DEL_CARMEN,7,52,13.33333333,4853.333333,80,388266.6667,0,0,72,108714.6667,0,MEXICAN,15,Family business,1,2,10,"PADI, IANTD",80,,1,8,5,10,10,Yes,5,10,10
POCNA_DIVE_CENTER,QUINTANA ROO,Yucatan Peninsula,21.256693,-86.74897,"Mz 26 Lte. 3, 77400, Matamoros 15, Centro - Supmza. 001, Isla Mujeres, Q.R.",998 274 9111,divepoc@yahoo.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PONTE_BUZO_DIVE_CENTER,QUINTANA ROO,Yucatan Peninsula,20.446346,-86.990599,"Carretera Costera Sur Km 9 S/N, Cozumel, 77600 San Miguel de Cozumel, Q.R.",01 999 101 0467,booking@pontebuzo.mx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POSEIDON,YUCATAN,Yucatan Peninsula,21.00363,-89.607718,"Calle 17 #77 entre 14 Y 16 col. M�xico, M�rida, Yucat�n.",(999) 9447058,info@poseidon.mx,MERIDA,2,52,25,2600,130,304200,45,5850,72,85176,1638,MEXICAN,18,Medium sized business,1,4,10,SNSI,130,45,0,,8,10,10,Yes,6,8,8
PRO_DIVE_INTERNATIONAL,QUINTANA ROO,Yucatan Peninsula,20.340924,-87.021331,"Km. 282, Carr. Tulum - Canc�n, Ejidal, 77712 Playa del Carmen, Q.R.",(984) 8028387,reservations@prodiveintertiol.com,COZUMEL,7,52,137.5,50050,88,3963960,60,300300,72,1109908.8,84084,MEXICAN,16,Medium sized business,11,100,10,PADI,59,59,11,15,4,10,10,Yes,5,10,8
PRO_DIVE_INTERNATIONAL,QUINTANA ROO,Yucatan Peninsula,20.340924,-87.021331,"Km. 282, Carr. Tulum - Canc�n, Ejidal, 77712 Playa del Carmen, Q.R.",(984) 8028387,reservations@prodiveintertiol.com,COZUMEL,7,52,137.5,50050,88,3963960,60,300300,72,1109908.8,84084,GERMAN,16,Large sized business owned by with 2 or more people,4,50,10,PADI,88,60,,,1,10,10,No,0,8,7
PRO_DIVE_INTERNATIONAL,QUINTANA ROO,Yucatan Peninsula,20.340924,-87.021331,"Km. 282, Carr. Tulum - Canc�n, Ejidal, 77712 Playa del Carmen, Q.R.",(984) 8028387,reservations@prodiveintertiol.com,PLAYA_DEL_CARMEN,7,52,1433.333333,521733.3333,59,18469360,59,12312906.67,72,5171420.8,3447613.867,MEXICAN,16,Medium sized business,11,100,10,PADI,59,59,11,15,4,10,10,Yes,5,10,8
PRO_DIVE_INTERNATIONAL,QUINTANA ROO,Yucatan Peninsula,20.340924,-87.021331,"Km. 282, Carr. Tulum - Canc�n, Ejidal, 77712 Playa del Carmen, Q.R.",(984) 8028387,reservations@prodiveintertiol.com,PLAYA_DEL_CARMEN,7,52,1433.333333,521733.3333,59,18469360,59,12312906.67,72,5171420.8,3447613.867,GERMAN,16,Large sized business owned by with 2 or more people,4,50,10,PADI,88,60,,,1,10,10,No,0,8,7
PROTEC_ADVANCED_TRAINING_FACILITY,QUINTANA ROO,Yucatan Peninsula,20.626935,-87.078306,"Calle 4 Nte. Bis., Downtown, 77710 Playa del Carmen, Q.R.",(984) 8031168,info@protecdivecenters.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUERTO_LOBOS_DIVE_CAMP,VERACRUZ,Gulf of Mexico,21.261094,-97.442979,"Mangles #25, Colonia Angola, C.P. 92560",768 857 0421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUNTA_MITA_ADVENTURES,NAYARIT,Northwest Mexico,20.781751,-105.530201,"63734 Corral del Risco, Nayarit",01 322 226 8413,info@theadventuresgroup.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUNTA_MITA_EXPEDITIONS,NAYARIT,Northwest Mexico,20.782862,-105.52678,"Av El Anclote 200, Local 1, Nuevo Corral del Risco, 63734 Punta de Mita, Nayarit",329 29 16649,reservaciones@puntamitaexpeditions.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV_OCEAN_TOURS,JALISCO,Northwest Mexico,20.634783,-105.223687,"Calle Pez Espada 197, Las Gaviotas, 48328 Puerto Vallarta, Jal.",01 322 429 4073,info@pvoceantours.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAMON_ZAPATA_DIVERS,QUINTANA ROO,Yucatan Peninsula,20.512825,-86.947035,"Calle 6 Norte 94 entre 5a Avenida y Rafael E. Melgar, 77600 San Miguel de Cozumel, Q.R.",(987) 8710555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REEF_QUEST_DIVERS_MEXICO,QUINTANA ROO,Yucatan Peninsula,20.626589,-87.070503,"Blue Parrot Beach Club, Calle 12 & Playa, Playa del Carmen Q. Roo",(984) 1173597,Info@reefquestdiversmexico.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RICARDOS_DIVING_TOURS,BAJA CALIFORNIA,Northwest Mexico,28.957564,-113.559143,"Bah�a de los �ngeles, Baja California",01 200 124 9264,ricardosdivingtours@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RIVIERA_MAYA_ADVENTURES,QUINTANA ROO,Yucatan Peninsula,20.212642,-87.456908,"Mza. 12, Calle 15, lote 24B, Tulum Q. Roo",(984) 1003176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROSARITO_OCEAN_SPORTS_WATER_SPORTS_AND_TOURS,BAJA CALIFORNIA,Northwest Mexico,32.339548,-117.055658,Blvd. Benito Juarez #890-7   Playas de Rosarito B.C.�  C.O. 22710 (From Google Maps),01152 661 100 2196,info@rosaritooceansports.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAND_DOLLAR_SPORTS,QUINTANA ROO,Yucatan Peninsula,20.479406,-86.973761,"65 AVENUE 216, 10 DE ABRIL, 77622 SAN MIGUEL DE COZUMEL, Q.R., MEXICO",(987) 8720793,SDS@SANDDOLLARSPORTS.COM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAYULITA_ENTOURAGE,NAYARIT,Northwest Mexico,20.870245,-105.436639,"Calle Miramar 20, colonia centro, 63734 Sayulita, Nay.",01 322 191 1066,�info@sayulitaentourage.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCA_DIVE_CENTER,YUCATAN,Yucatan Peninsula,21.022219,-89.645131,"Calle 61 217, Francisco de Montejo, 97203 M�rida, Yuc.",01 999 400 0052,info@scadivecenter.com,MERIDA,3.5,52,35.41666667,6445.833333,90,580125,30,1933.750002,72,162435,541.4500005,MEXICAN,5,Medium sized business,1,4,10,PADI,90,30,0,0,6,10,10,No,4,10,10
SCORPIO_DIVERS,QUINTANA ROO,Yucatan Peninsula,21.143365,-86.790974,"Pescador, Zona Hotelera, 77500 Canc�n, Q.R.",044 998 734 9207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCUBA_10,QUINTANA ROO,Yucatan Peninsula,20.62765,-87.072866,"Av.10 entre calle 10 y 12 col. Centro, Playa del Carmen Q. Roo",(984) 8030573,info@scuba10.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCUBA_CANCUN,QUINTANA ROO,Yucatan Peninsula,21.143577,-86.781768,"Blvd. Kukulcan 5, Zona Hotelera, 77500 Canc�n, Q.R.",01 998 849 5226,tom@tomhurtado.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCUBA_CARIBE,BAJA CALIFORNIA SUR,Northwest Mexico,22.895842,-109.892862,"Vista Hermosa 13, Pen�nsula de Santiago, 28868 Manzanillo, Col.",624 144 7157,info@scubacaribe.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCUBA_CLUB_COZUMEL,QUINTANA ROO,Yucatan Peninsula,20.499829,-86.960988,Av. R Melgar Prol. S. km 1.5. Cozumel Q. Roo 77600,(987) 8720111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCUBA_DIVE_ISLA_MUJERES,QUINTANA ROO,Yucatan Peninsula,21.258516,-86.749918,"Adolfo L�pez Mateos 27, Centro-Supmza. 001, 77400 Isla Mujeres",998 159 1054,divemilio@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCUBA_DIVING_ANFIBIOS_HUATULCO,OAXACA,Mexican Pacific,15.774363,-96.138992,Bah�a Arrocito 11 Coyula Sector U 70988 Huatulco,52 (1)9585876154,alex@anfibioshuatulco.com,HUATULCO,5,52,34.16666667,8883.333333,88,781733.3333,14,1243.666668,66.27,263678.6533,419.4887671,MEXICAN,8,Family business,1,2,10,PADI,88,14,1,8,8,10,10,Yes,10,10,10
SCUBA_GAMMA_DIVING_CENTER,QUINTANA ROO,Yucatan Peninsula,20.507176,-86.952235,"street 5 south #400 crossing 5th Av, Centro, 77600 San Miguel de Cozumel, Q.R.",(987) 8784257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCUBA_LIBRE,QUINTANA ROO,Yucatan Peninsula,20.62397,-87.073733,"Calle 4 entre 5ta. Av. Y Z. Fed. Maritima 77710 Playa del Carmen, Q.Roo",(984) 8032671,info@scubalibre.com.mx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCUBA_MAROMA,QUINTANA ROO,Yucatan Peninsula,20.723685,-86.976616,"Carretera Canc�n-Chetumal, Centro, 77710 Playa del Carmen, Q.R.",9841520000,supbuceo@maromaparadice.com,PLAYA_DEL_CARMEN,7,52,2916.666667,1061666.667,112,11890666.67,75,31850000,72,3329386.667,8918000,MEXICAN,6,Large sized business owned by one person,1,8,8,PADI,112,75,3,10,7,10,9,Yes,4,10,8
SCUBA_MAU,QUINTANA ROO,Yucatan Peninsula,20.491502,-86.966317,"Villa Blanca Beach, 2.85 Km, Carretera Costera Sur, Cozumel, Quintana Roo",(987) 8724891,info@scubamau.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCUBA_MEX_DIVE_CENTER,QUINTANA ROO,Yucatan Peninsula,20.522534,-87.192272,"Carretera Federal Cancun -Tulum km 85, 77710 Paa Mul, Q.R.",(984) 8751066,divequestions@hotmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCUBA_MOBILE_DIVECENTER,QUINTANA ROO,Yucatan Peninsula,20.625664,-87.075402,15 avenida norte # 151 L 4 entre calle 4 y calle 6 centro Playa del Carmen Q.R.,(984) 1479958,reservations@scubamobile.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCUBA_MUSA,QUINTANA ROO,Yucatan Peninsula,21.245148,-86.740397,"Av Rueda Medina 491, Bah�a, 77400 Isla Mujeres, Q.R.",01 998 266 7916,buceoxtabay@gmail.com,ISLA_MUJERES,7,52,18.33333333,6673.333333,60,320320,30,40040,72,89689.6,11211.2,MEXICAN,1,Family business,1,3,10,PADI,60,30,1,8,8,10,10,No,10,10,10
SCUBA_PLAYA,QUINTANA ROO,Yucatan Peninsula,20.626473,-87.07199,"Calle 10 Norte entre 5ta y 1ra Av. Centro, Playa del Carmen.",(984) 8033123,info@scubaplaya.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCUBA_STEVE,NAYARIT,Northwest Mexico,20.691252,-105.295139,"Av. Paseo de los Cocoteros #1, Nuevo Vallarta Nayarit 63732",322 127 5665,scubastevepv@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCUBA_TONY_COZUMEL,QUINTANA ROO,Yucatan Peninsula,20.502165,-86.956693,"Gonzalo Guerrero, San Miguel de Cozumel, Q.R.",(987) 8698268,info@scubatony.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCUBA_TOTAL_CANCUN,QUINTANA ROO,Yucatan Peninsula,21.143635,-86.791348,"Blvd. Kukulcan Km.4, Zona Hotelera, 77500 Canc�n, Q.R.",044 998 131 3571,scubatotal@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCUBACARIBE,QUINTANA ROO,Yucatan Peninsula,21.143381,-86.774753,"Paseo Xaman-ha, Manzana 3, Lote 4, Riu Palace Mexico, Playacar, 77710 Playa del Carmen, Q.R.",01 984 803 3887,info@scubacaribe.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCUBACARIBE_VALLARTA,NAYARIT,Northwest Mexico,20.737729,-105.320484,"Av. de los Cocoteros, S/N, Lote Hotelero K. Bah�a de Banderas. Riviera, Nayarit, 63734 Nuevo Vallarta",01 33 2297 7563,info@scubacaribe.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCUBAVER,VERACRUZ,Gulf of Mexico,19.197899,-96.13068,Hern�ndez y Hern�ndez #563 Entre V�ctimas y Doblado - Fracc. Faros,"01 229 932 39 94, 01 229 931 69 64",,VERACRUZ Y ANTONIO LIZARDO,7,52,43.75,15925,60,859950,25,39812.5,70,257985,11943.75,MEXICAN,23,Large sized business owned by with 2 or more people,1,7,9,"PADI, SSI, FMAS",60,25,3,15,1,10,10,Yes,10,10,8
SEA_HAWK_DIVERS,QUINTANA ROO,Yucatan Peninsula,21.260119,-86.749749,"Carlos Lazo MZ 30 Lte 19, SM 1, 77400 Isla Mujeres, Q.R.",998 877 1233,seahawkdivers@hotmail.com,ISLA_MUJERES,6,52,39.58333333,12350,106,640770,45,258862.5,72,179415.6,72481.5,MEXICAN,28,Family business,1,8,9,PADI,106,45,2,10,6,8,10,Yes,4,9,9
SEA_LIFE_DIVERS,QUINTANA ROO,Yucatan Peninsula,20.639171,-87.072289,"5th Avenue entre calle 38 y 40, Playa del Carmen, Quintana Roo 77710",(984) 1519045,info@sealifedivers.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEA_PRO_DIVERS,QUINTANA ROO,Yucatan Peninsula,20.668519,-87.028131,"Princes Hotels, Prolongacion 5-A Avda Manzana 20, Lote 6 Playa del Carmen Q.Roo 77710",(984) 1164145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEA_Y_LAND_TOURS,BAJA CALIFORNIA SUR,Northwest Mexico,26.0102688,-111.3440026,"Calle Francisco I. Madero S/N, Col. Centro, 23880 Loreto, B.C.S., Mexico (From GoogleMaps)",01152 613 135 0680,toursloreto@gmail.com,LORETO,7,52,195.8333333,71283.33333,100,1289166.667,45,1603875,63,476991.6667,593433.75,MEXICAN,13,Family business,1,20,8,PADI,100,45,12,14,3,10,10,Yes,5,10,10
SHARK_ENCOUNTERS,BAJA CALIFORNIA SUR,Northwest Mexico,24.162922,-110.317124,"Plaza Cerralvo, Zona Central, 23000 La Paz, B.C.S.",01 612 128 6537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SILENT_WORLD_DIVERS,JALISCO,Northwest Mexico,20.633687,-105.230288,"Centro, 48300 Puerto Vallarta, Jal.",01 322 225 6750,godive@silentworlddivers.com,PUERTO_VALLARTA,7,52,154.1666667,56116.66667,100,3746166.667,60,1228500,63,1386081.667,454545,MEXICAN,36,Family business,1,7,10,"PADI, SSI",100,60,1,12,7,10,10,Yes,6,10,10
SNUBA_PUERTO_MORELOS,QUINTANA ROO,Yucatan Peninsula,20.848179,-86.876233,"Av. Javier Rojo Gomez s/n Benito Juarez 77580 Puerto Morelos, Q.R.",NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOBUCA_VERACRUZ,VERACRUZ,Gulf of Mexico,19.061489,-95.990118,"Av Azueta 43, Anton Lizardo, 95269 Anton Lizardo, Ver.","297 956 00 90, 229 164 88 88","sobuca@outlook.com, sobuca1@gmail.com, sobuca1@yahoo.com.mx",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOLO_BUCEO,QUINTANA ROO,Yucatan Peninsula,21.136116,-86.742804,"Blvd. Kukulcan 9, Zona Hotelera, 77500 Canc�n, Q.R.",044 998 260 4995,frontdesk@solobuceo.com,CANCUN,5.666666667,52,200,58933.33334,120,5657600,40,471466.6667,72,1584128,132010.6667,MEXICAN,37,Family business,1,35,10,"PADI, SSI, FMAS, CMAS",120,40,6,12,10,10,10,Yes,10,10,10
SQUALO_ADVENTURES,QUINTANA ROO,Yucatan Peninsula,21.258094,-86.749584,"Av. Hidalgo no. 27 Plaza Isla mujeres, Isla mujeres, 77400",998 116 6749,info@squaloadventures.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQUALO_DIVERS_CANCUN,QUINTANA ROO,Yucatan Peninsula,21.150061,-86.822852,"Av. Sayil 19, 4, 77500 cancun,Quintana Roo, Q.R.",01 998 251 4068,info@squalodivers.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STUDIO_BLUE_COZUMEL,QUINTANA ROO,Yucatan Peninsula,20.507894,-86.949764,"Calle Dr. Adolfo Rosado Salas #121 entre 5 y, 10 Av. Sur, Centro, 77600 San Miguel de Cozumel, Q.R.",(987) 8724414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
